current_url,source_file,output_file,page_type,canonical_url,current_status,indexable,in_sitemap,action,redirect_target,archive_path,notes
https://senseisandy.com/bjj-glossary/takedown-defense/,src/bjj-glossary/takedown-defense/index.html,dist/bjj-glossary/takedown-defense/index.html,general,https://senseisandy.com/bjj-glossary/takedown-defense/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/choke/,src/bjj-glossary/choke/index.html,dist/bjj-glossary/choke/index.html,general,https://senseisandy.com/bjj-glossary/choke/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/granby-roll/,src/bjj-glossary/granby-roll/index.html,dist/bjj-glossary/granby-roll/index.html,general,https://senseisandy.com/bjj-glossary/granby-roll/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/z-guard/,src/bjj-glossary/z-guard/index.html,dist/bjj-glossary/z-guard/index.html,general,https://senseisandy.com/bjj-glossary/z-guard/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/level-change/,src/bjj-glossary/level-change/index.html,dist/bjj-glossary/level-change/index.html,general,https://senseisandy.com/bjj-glossary/level-change/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/pin/,src/bjj-glossary/pin/index.html,dist/bjj-glossary/pin/index.html,general,https://senseisandy.com/bjj-glossary/pin/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/top-position/,src/bjj-glossary/top-position/index.html,dist/bjj-glossary/top-position/index.html,general,https://senseisandy.com/bjj-glossary/top-position/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/torreando-defense/,src/bjj-glossary/torreando-defense/index.html,dist/bjj-glossary/torreando-defense/index.html,general,https://senseisandy.com/bjj-glossary/torreando-defense/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/neutral-position/,src/bjj-glossary/neutral-position/index.html,dist/bjj-glossary/neutral-position/index.html,general,https://senseisandy.com/bjj-glossary/neutral-position/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/side-control/,src/bjj-glossary/side-control/index.html,dist/bjj-glossary/side-control/index.html,general,https://senseisandy.com/bjj-glossary/side-control/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/seatbelt-escape/,src/bjj-glossary/seatbelt-escape/index.html,dist/bjj-glossary/seatbelt-escape/index.html,general,https://senseisandy.com/bjj-glossary/seatbelt-escape/,200,true,true,keep,,,Release 4 URL inventory
